City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
485,Lulea,SE,65.5842,22.1547,26.67,93,100,13.8,overcast clouds
486,Mariestad,SE,58.7097,13.8237,45.07,59,100,10.27,overcast clouds
487,Tahoua,NE,14.8888,5.2692,76.12,13,2,12.68,clear sky
488,Bafoulabe,ML,13.8065,-10.8321,84.99,15,7,1.63,clear sky
489,Ouadda,CF,8.0777,22.4007,76.6,12,18,10.92,few clouds
490,Kikwit,CD,-5.041,18.8162,70.65,97,100,2.53,overcast clouds
491,Lesnoye,RU,58.2841,35.5158,38.35,90,100,13.76,light rain
492,Isiolo,KE,0.3546,37.5822,67.08,83,28,7.25,scattered clouds
493,Wanlaweyn,SO,2.6185,44.8938,79.95,76,11,6.73,few clouds
494,Mbanza-Ngungu,CD,-5.25,14.8667,67.62,99,100,3.51,overcast clouds
495,Bambari,CF,5.768,20.6757,76.1,69,97,2.19,overcast clouds
496,Yeniseysk,RU,58.4497,92.1703,27.19,89,100,13.33,overcast clouds
497,Nicoya,CR,10.1483,-85.452,78.55,58,100,10.85,overcast clouds
498,Olinda,BR,-8.0089,-34.8553,78.53,89,75,3.44,light rain
499,Kalemie,CD,-5.9475,29.1947,70.09,88,84,0.96,broken clouds
500,Chhabra,IN,24.6667,76.8333,83.79,11,6,3.18,clear sky
501,Matara,LK,5.9485,80.5353,81.95,74,52,3.98,broken clouds
502,Marrakesh,MA,31.6315,-8.0083,53.67,87,75,3.44,broken clouds
503,Castlerea,IE,53.7667,-8.5,43.23,88,3,5.82,clear sky
504,Gafargaon,BD,24.4333,90.5667,84.47,62,92,9.98,overcast clouds
505,Matanzas,CU,23.0411,-81.5775,72.36,60,40,8.05,scattered clouds
506,Salalah,OM,17.0151,54.0924,69.89,68,0,4.61,clear sky
507,Voznesenye,RU,61.0106,35.4781,33.57,97,100,14.45,light snow
508,Hammerfest,NO,70.6634,23.6821,21.65,86,75,21.85,light snow
509,The Valley,AI,18.217,-63.0578,77.09,74,4,19.3,clear sky
510,Oskemen,KZ,49.9565,82.6119,35.56,51,7,13.42,clear sky
511,Lima,PE,-12.0432,-77.0282,68.4,56,0,5.75,clear sky
512,Sheffield,GB,53.383,-1.4659,49.64,82,1,1.59,clear sky
513,Bilma,NE,18.6853,12.9164,68.23,15,1,8.55,clear sky
514,Mizdah,LY,31.4451,12.9801,50.54,40,5,9.86,clear sky
515,Marsh Harbour,BS,26.5412,-77.0636,71.33,58,100,13.2,overcast clouds
516,Putyatino,RU,54.16,41.1169,33.57,95,99,12.73,overcast clouds
517,Nantucket,US,41.2835,-70.0995,46.51,88,0,14.97,clear sky
518,Miranda,CO,3.2499,-76.2281,66.33,94,88,4.65,overcast clouds
519,Ust-Tsilma,RU,65.441,52.1498,11.98,98,100,2.8,overcast clouds
520,Andra,RU,62.5147,65.8878,15.19,87,88,12.17,overcast clouds
521,Tartagal,AR,-22.5164,-63.8013,67.14,50,100,3.36,overcast clouds
522,Maku,IR,39.2911,44.4521,28.78,74,77,4.92,broken clouds
523,Dori,BF,14.0354,-0.0345,82.81,17,41,7.09,scattered clouds
524,Puerto Leguizamo,CO,-0.1934,-74.7819,73.67,90,98,0.92,overcast clouds
525,Kuito,AO,-12.3833,16.9333,58.39,93,53,2.59,broken clouds
526,Chalus,IR,36.655,51.4204,45.86,87,40,2.3,scattered clouds
527,Conselheiro Lafaiete,BR,-20.6603,-43.7861,67.15,89,100,0.47,overcast clouds
528,Floresta,BR,-8.6011,-38.5686,75.92,76,98,10.6,overcast clouds
529,Marawi,PH,7.9986,124.2928,80.53,60,80,4.76,broken clouds
530,Yugorsk,RU,61.3133,63.3319,14.29,85,83,7.65,broken clouds
531,Watsa,CD,3.0372,29.5355,66.38,70,94,1.61,overcast clouds
532,Kargat,RU,55.1956,80.2811,20.41,87,98,16.4,overcast clouds
533,Sar-E Pul,AF,35.8333,66.1667,58.68,32,65,13.02,broken clouds
534,Yar-Sale,RU,66.8333,70.8333,-5.93,97,65,8.21,broken clouds
535,Yendi,GH,9.4427,-0.0099,85.03,51,75,7.23,broken clouds
536,Kitob,UZ,39.0843,66.8332,58.19,50,98,11.88,overcast clouds
537,Kaka,TM,37.3482,59.6143,48.22,72,72,4.07,broken clouds
538,Sanski Most,BA,44.7653,16.6656,44.58,68,0,2.91,clear sky
539,Kedougou,SN,12.5579,-12.1743,86.58,30,0,2.3,clear sky
540,Fowa,NG,8.9167,6.4,78.33,29,5,3.47,clear sky
541,Pitimbu,BR,-7.4706,-34.8086,75.79,83,100,4.52,overcast clouds
542,Vredendal,ZA,-31.6683,18.5012,67.05,60,55,2.26,broken clouds
543,Oudtshoorn,ZA,-33.5907,22.2014,53.96,80,98,1.74,overcast clouds
544,Punta Gorda,US,26.9298,-82.0454,69.82,69,100,8.99,overcast clouds
545,Cape Coast,GH,5.1053,-1.2466,80.38,88,68,7.7,broken clouds
546,Werda,BW,-25.2667,23.2833,64.78,82,91,4.38,overcast clouds
547,Raga,SS,8.4596,25.678,71.67,15,39,6.55,scattered clouds
548,Rwamagana,RW,-1.9487,30.4347,65.64,96,64,1.54,broken clouds
549,Verkhniy Baskunchak,RU,48.2256,46.7217,32.63,72,100,5.99,overcast clouds
550,Inirida,CO,3.8653,-67.9239,74.44,97,100,2.08,overcast clouds
551,Dutlwe,BW,-23.9833,23.9,61.5,88,30,7.63,scattered clouds
552,Izhmorskiy,RU,56.194,86.6414,28.94,92,100,21.27,light snow
553,Timbiqui,CO,2.7717,-77.6654,75.15,93,94,3.58,overcast clouds
554,Muriti,TZ,-1.9833,32.9167,69.24,82,100,6.8,light rain
555,Hedensted,DK,55.7704,9.7011,47.14,89,11,4.0,few clouds
556,Tabas,IR,33.5959,56.9244,60.24,14,0,11.16,clear sky
557,Kemi,FI,65.8596,24.8228,24.57,86,100,17.27,light snow
558,Gurupi,BR,-11.7292,-49.0686,74.23,83,16,2.82,few clouds
559,Kismayo,SO,-0.3582,42.5454,80.73,83,6,7.4,clear sky
560,Mashhad,IR,36.297,59.6062,42.94,87,100,6.91,overcast clouds
561,Kashi,CN,39.4547,75.9797,45.61,57,20,4.47,dust
562,Meiganga,CM,6.5167,14.3,68.41,52,100,2.51,overcast clouds
563,Tabora,TZ,-5.0167,32.8,62.44,92,16,3.53,few clouds
564,Laurel,US,39.0993,-76.8483,53.44,57,100,6.91,overcast clouds
565,Gort,IE,53.0664,-8.8167,40.75,86,8,3.38,clear sky
566,Rochefort,FR,45.9167,-1.0,51.85,67,93,4.0,overcast clouds
567,Pitea,SE,65.3172,21.4794,26.69,90,100,14.99,overcast clouds
568,Vincennes,FR,48.85,2.4333,49.57,60,0,9.22,clear sky
569,Dakar,SN,14.6937,-17.4441,65.28,94,0,6.91,clear sky
570,Hermagor,AT,46.6272,13.3672,46.56,86,12,3.33,few clouds
571,Rani,IN,25.3503,73.3089,84.27,17,6,6.13,clear sky
572,Cerro Largo,BR,-28.1486,-54.7381,56.43,89,16,3.13,few clouds
573,Curaca,BR,-8.9903,-39.9094,79.86,62,100,14.2,overcast clouds
574,Kaoma,ZM,-14.7833,24.8,64.26,97,69,4.0,broken clouds
575,Takoradi,GH,4.8845,-1.7554,80.11,87,80,5.66,broken clouds
576,Rechitsy,RU,55.5978,38.4639,41.38,93,100,11.95,overcast clouds
577,Taybad,IR,34.74,60.7756,49.57,61,64,14.74,broken clouds
578,Rorvik,NO,64.8621,11.2373,36.21,71,100,36.04,light rain
579,Gat,IL,31.61,34.7642,50.4,100,18,2.51,few clouds
580,Plouzane,FR,48.3833,-4.6167,50.05,77,1,10.36,mist
581,Belozernyy,RU,45.0643,38.679,38.16,90,100,0.96,overcast clouds
582,Ambovombe,MG,-25.1667,46.0833,72.39,93,46,3.62,scattered clouds
583,Rotenburg,DE,53.1167,9.4,40.96,82,48,6.42,scattered clouds
584,Valenca Do Piaui,BR,-6.4075,-41.7456,71.31,90,57,3.69,broken clouds
585,Dudinka,RU,69.4058,86.1778,18.63,74,100,18.25,overcast clouds
586,Tuzha,RU,57.6062,47.936,27.36,96,100,14.07,light snow
587,Tiznit,MA,29.5833,-9.5,50.18,90,41,2.19,scattered clouds
588,Adre,TD,13.4667,22.2,66.76,14,45,21.83,scattered clouds
589,Parry Sound,CA,45.3501,-80.033,35.65,87,72,5.75,broken clouds
590,San Ignacio,BZ,17.1561,-89.0714,73.54,68,100,9.22,overcast clouds
591,Lida,BY,53.8833,25.2997,43.39,74,100,17.96,overcast clouds
592,Dabhol,IN,17.6,73.1667,81.68,67,57,2.93,broken clouds
593,Taveta,KE,-3.3963,37.6736,70.61,88,39,1.14,scattered clouds
594,Seminole,US,28.7086,-81.2081,66.56,81,0,9.22,clear sky
595,Mamlyutka,KZ,54.9375,68.5394,15.82,94,20,5.77,few clouds
596,Altenholz,DE,54.4,10.1333,43.07,93,3,10.36,clear sky
597,Togur,RU,58.3631,82.8265,17.13,86,100,16.98,overcast clouds
598,General Salgado,BR,-20.6483,-50.3606,70.36,91,100,3.11,overcast clouds
599,Kabalo,CD,-6.05,26.9167,68.36,94,100,2.71,overcast clouds
600,Hyde,GB,53.4513,-2.0794,49.19,69,3,4.0,clear sky
601,Olpad,IN,21.3333,72.75,78.78,59,47,5.93,scattered clouds
602,Svetlyy,RU,54.675,20.1347,44.65,88,81,19.89,broken clouds
603,Kolokani,ML,13.5728,-8.0339,82.71,17,95,4.76,overcast clouds
604,Loralai,PK,30.3705,68.598,65.53,17,0,4.59,clear sky
605,Veriora,EE,58.0079,27.3551,37.58,68,71,17.36,broken clouds
606,Isla Mujeres,MX,21.2311,-86.731,68.16,57,2,15.03,clear sky
607,Gravdal,NO,68.1214,13.5031,33.04,57,73,27.18,light snow
608,Moose Factory,CA,51.2585,-80.6094,30.2,93,100,2.3,mist
609,Chililabombwe,ZM,-12.3648,27.8229,60.67,97,82,2.68,light rain
610,Gunjur,GM,13.2019,-16.7339,67.44,77,0,11.45,clear sky
611,Souris,CA,49.6172,-100.2612,19.74,89,14,10.18,few clouds
612,Balkanabat,TM,39.5108,54.3671,45.61,72,26,9.19,scattered clouds
613,Abonnema,NG,4.7084,6.7931,78.62,91,68,2.44,broken clouds
614,Hommelvik,NO,63.4108,10.7942,38.46,72,75,18.41,shower rain
615,Chokwe,MZ,-24.5333,32.9833,72.12,94,100,3.67,light rain
616,Usakos,NA,-22.0,15.6,68.45,79,0,2.68,clear sky
617,Ishim,RU,56.1128,69.4902,13.5,89,11,6.62,few clouds
618,Nagar,IN,27.4333,77.1,91.69,8,0,7.07,clear sky
619,Farafangana,MG,-22.8167,47.8333,75.67,93,34,2.15,scattered clouds
620,Bukama,CD,-9.2,25.85,67.66,96,92,1.23,light rain
621,Havoysund,NO,70.9963,24.6622,25.03,66,100,23.62,light snow
622,Avinurme,EE,58.9822,26.8642,32.54,86,75,13.44,broken clouds
623,Faya,SA,18.3851,42.4509,53.71,56,7,5.64,clear sky
624,Kondinskoye,RU,59.6481,67.41,11.95,90,12,9.04,few clouds
625,Karla,EE,59.3723,24.9275,37.36,65,0,23.02,clear sky
626,San Luis De Palenque,CO,5.4214,-71.7317,83.3,53,86,5.7,overcast clouds
627,Mus,TR,39.0,41.75,11.97,97,100,0.94,overcast clouds
628,Fonte Boa,BR,-2.4959,-66.2662,74.16,98,100,2.66,light rain
629,Lafia,NG,8.4833,8.5167,78.57,20,50,4.03,scattered clouds
630,Lages,BR,-27.8161,-50.3261,53.94,97,90,1.66,overcast clouds
631,Conceicao Do Rio Verde,BR,-21.8808,-45.0853,64.58,91,85,2.04,overcast clouds
632,Tupiza,BO,-21.45,-65.7167,55.71,70,92,6.13,overcast clouds
633,Taguatinga,BR,-12.3857,-46.5711,74.59,69,58,1.9,broken clouds
634,Eqbaliyeh,IR,35.3022,51.5358,51.24,32,0,17.09,clear sky
635,Parati,BR,-23.2178,-44.7131,78.08,77,81,3.44,broken clouds
636,Maceio,BR,-9.6658,-35.7353,74.64,94,20,4.61,few clouds
637,Bandipur,NP,27.9333,84.4167,81.77,10,0,2.3,clear sky
638,Sambhar,IN,26.9167,75.2,89.47,8,0,6.6,clear sky
639,Vagamo,NO,61.8751,9.0967,25.77,87,44,10.31,scattered clouds
640,Forio,IT,40.7342,13.8646,52.45,55,17,5.68,few clouds
641,Irece,BR,-11.3042,-41.8558,68.18,78,6,8.81,clear sky
642,Larsnes,NO,62.2028,5.5773,37.81,85,96,8.57,overcast clouds
643,Iquique,CL,-20.2208,-70.1431,66.24,68,11,1.86,few clouds
644,Huanuco,PE,-9.9329,-76.2415,62.28,93,100,0.45,overcast clouds
645,Angouleme,FR,45.65,0.15,48.52,55,0,5.75,clear sky
646,Zenzeli,RU,45.9241,47.0474,37.69,93,100,9.78,overcast clouds
647,Nokaneng,BW,-19.6667,22.2667,66.97,87,26,4.9,scattered clouds
648,Bubaque,GW,11.2833,-15.8333,75.6,64,34,13.78,scattered clouds
649,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,59.23,71,0,3.44,clear sky
650,Necochea,AR,-38.5473,-58.7368,61.83,88,99,23.71,overcast clouds
651,Pangoa,PE,-12.1167,-73.0,68.54,99,100,2.24,overcast clouds
652,Uige,AO,-7.6087,15.0613,66.11,97,99,2.44,overcast clouds
653,Ghorawal,IN,24.7667,82.7833,91.67,9,40,8.14,scattered clouds
654,Aljezur,PT,37.3191,-8.8033,53.22,80,79,5.79,broken clouds
655,Juan Lacaze,UY,-34.4342,-57.4381,58.12,82,51,16.2,broken clouds
656,Kyshtovka,RU,56.555,76.6271,15.35,85,76,14.58,broken clouds
657,Camana,PE,-16.6228,-72.7111,70.92,80,75,6.87,broken clouds
658,Gnjilane,XK,42.4604,21.4699,40.59,66,0,2.51,clear sky
659,Mamallapuram,IN,12.6264,80.1722,86.05,67,27,10.94,scattered clouds
660,Rockland,US,41.1668,-74.0496,51.44,60,84,4.0,broken clouds
661,Epe,NG,6.5841,3.9834,78.89,91,72,4.03,broken clouds
662,Ornskoldsvik,SE,63.2909,18.7153,36.55,60,66,26.46,broken clouds
663,Kathu,TH,7.9178,98.3332,87.62,98,15,3.15,few clouds
664,San Cosme Y Damian,PY,-27.3167,-56.35,68.18,87,0,4.36,clear sky
665,Tandil,AR,-37.3217,-59.1332,59.79,96,99,17.18,overcast clouds
666,Asfi,MA,32.2994,-9.2372,56.66,84,18,7.58,few clouds
667,Tazovskiy,RU,67.4667,78.7,19.56,94,100,10.74,light snow
668,Rivne,UA,50.6231,26.2274,39.83,76,1,11.54,clear sky
669,Lyngseidet,NO,69.5763,20.2189,24.8,91,100,21.25,light snow
670,Fundao,BR,-19.9341,-40.4047,78.33,98,64,2.48,broken clouds
671,Sinalunga,IT,43.2152,11.7495,47.68,43,82,1.48,broken clouds
672,Meridian,US,43.6121,-116.3915,62.33,43,0,3.44,clear sky
673,Ilhabela,BR,-23.7781,-45.3581,75.92,87,97,1.61,overcast clouds
674,Tibati,CM,6.4667,12.6333,68.99,36,100,1.57,overcast clouds
675,Araouane,ML,18.9048,-3.5265,76.75,18,70,9.71,broken clouds
676,Carauari,BR,-4.8828,-66.8958,74.59,98,100,1.88,light rain
677,Santa Maria,BR,-29.6842,-53.8069,61.9,77,40,9.22,scattered clouds
678,Beira,MZ,-19.8436,34.8389,78.89,94,40,3.44,scattered clouds
679,Tucuma,BR,-0.1833,-50.05,75.4,94,100,5.01,overcast clouds
680,Varnamo,SE,57.186,14.04,42.28,90,100,5.53,overcast clouds
681,Cananeia,BR,-25.0147,-47.9267,75.43,87,100,4.32,overcast clouds
682,Chlorakas,CY,34.8042,32.4083,51.55,71,0,9.22,clear sky
683,Alexandria,EG,31.2156,29.9553,55.36,67,0,5.75,clear sky
684,Krasnovishersk,RU,60.4078,57.082,15.46,90,98,7.09,overcast clouds
685,Barwala,IN,29.3833,75.9167,87.1,13,0,6.58,clear sky
686,Randolph,US,35.7001,-79.8164,50.9,56,0,3.44,clear sky
687,Kudahuvadhoo,MV,2.6708,72.8944,81.77,70,0,7.25,clear sky
688,Piet Retief,ZA,-27.0071,30.8132,58.55,95,100,0.56,overcast clouds
689,Inongo,CD,-1.95,18.2667,72.16,93,100,2.39,overcast clouds
690,Sayyan,YE,15.1718,44.3244,59.92,28,0,3.44,clear sky
691,Soria,ES,41.6667,-2.6667,38.1,100,100,6.53,overcast clouds
692,Severodvinsk,RU,64.5635,39.8302,21.31,94,100,16.53,snow
693,Marsa Matruh,EG,31.3525,27.2453,48.4,93,0,5.75,mist
694,Ginir,ET,7.1333,40.7,61.52,77,67,3.22,broken clouds
695,Vadlapudi,IN,14.3167,79.8,89.55,54,30,8.5,scattered clouds
696,Talara,PE,-4.5772,-81.2719,74.37,73,100,12.41,overcast clouds
697,Mutum,BR,-19.8,-41.4383,69.94,93,73,1.43,broken clouds
698,Maralal,KE,1.0968,36.698,59.38,85,31,4.12,scattered clouds
699,Tetouan,MA,35.5711,-5.3724,48.97,81,100,2.3,overcast clouds
700,Mali,GN,12.079,-12.2982,64.53,32,0,4.54,clear sky
701,Goure,NE,13.9835,10.2704,68.18,15,0,11.14,clear sky
702,Tromso,NO,69.6496,18.957,26.62,74,75,18.41,broken clouds
703,San Borja,BO,-14.8167,-66.85,65.32,96,100,5.77,moderate rain
704,Caraquet,CA,47.7941,-64.9386,30.74,99,100,3.71,light snow
705,Morrope,PE,-6.5417,-80.0111,72.79,69,98,11.81,overcast clouds
706,Dwarka,IN,22.2394,68.9678,81.91,58,29,8.57,scattered clouds
707,New Richmond,US,45.123,-92.5366,30.0,54,0,21.85,clear sky
708,Mantenopolis,BR,-18.8625,-41.1228,68.05,96,70,3.58,broken clouds
709,Chicama,PE,-7.8447,-79.1469,66.74,76,99,4.92,overcast clouds
710,Greifswald,DE,54.1,13.3833,44.08,82,10,15.39,clear sky
711,Aneho,TG,6.2333,1.6,84.4,82,49,8.39,scattered clouds
712,Tres Arroyos,AR,-38.3739,-60.2798,60.12,93,100,14.7,overcast clouds
713,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,73.74,98,100,0.98,overcast clouds
714,Gambela,ET,8.25,34.5833,79.2,45,33,2.24,scattered clouds
715,Bonavista,CA,48.6499,-53.1147,29.7,92,100,10.56,overcast clouds
716,Borova,UA,50.1763,30.1043,40.33,80,3,9.91,clear sky
717,Naro Moru,KE,-0.1676,37.0213,55.26,93,37,5.06,scattered clouds
718,Kamenka,RU,51.3223,42.7678,27.93,98,100,6.91,overcast clouds
719,Iroquois Falls,CA,48.7669,-80.6831,27.64,99,100,3.15,overcast clouds
720,Greenville,US,35.6127,-77.3663,60.75,55,100,9.22,overcast clouds
721,Ravar,IR,31.2656,56.8055,72.61,18,0,18.86,clear sky
722,Botwood,CA,49.1499,-55.3482,29.89,88,100,8.79,overcast clouds
723,Dolores,AR,-36.3132,-57.6792,61.81,87,87,13.98,overcast clouds
724,Bongandanga,CD,1.5,21.05,70.65,98,100,2.42,overcast clouds
725,Yabrud,SY,33.9674,36.6574,31.96,58,1,2.8,clear sky
726,Koungou,YT,-12.7336,45.2042,78.51,94,0,3.44,clear sky
727,Qeshm,IR,26.9581,56.2719,69.67,72,0,5.88,clear sky
728,Tingi,TZ,-11.3,35.0333,63.59,95,96,3.51,overcast clouds
729,Ambanja,MG,-13.6833,48.45,78.73,86,26,2.8,scattered clouds
730,Gornopravdinsk,RU,60.05,69.9,12.58,88,12,9.4,few clouds
